"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10365","Canvas Prints category regression","","Sun Jul 13 23:20:57 IST 2025","passed","Sun Jul 13 23:21:08 IST 2025","","","",""
